Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,5/10/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Armenia,ARM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.90995789,,,,,,,,,,,100,99.80728149,,,,100,,,,,100,99.84739685,,,,,99.84739685,99.84702301,,,99.87381744,,
American Samoa,ASM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,97.65421295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.88610077,,,,,,,100,99.989151,,99.95130157,99.95059967,99.94409943,99.93675232,99.95246887,99.9569931,99.94277954,99.94048309,99.93804932,,99.93392944,,,
Burundi,BDI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,30.9765892,,,,,,,,,,,53.55521011,,,,,,,,,,73.33006287,,,,,,,,61.7387886,,74.45999908,,,,79.55960846,,,88.22177124,,,,92.58000183,
Belgium,BEL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,29.78673935,,,,,,,,,,,,,39.8766098,,,,,,,,,47.95999908,45.3096199,,,,42.36270142,,,,,,52.49246979,,,,,,60.94807816,,,65.04000092,
Burkina Faso,BFA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,14.37751961,,,,,,,,,,,,,,,,20.18029022,,,,,19.41415024,,,,,,,31.22925949,,32.9666214,32.73059845,39.25777817,,,37.18999863,,,,50.09629822,,,,58.87398148,,,65.48000336,
Bangladesh,BGD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,35.65325165,,,,,,,,,,44.68082809,,,,,,,,,100,63.62273026,,,,,,61.87281036,,,,77.98499298,77.83290863,85.52715302,85.55473328,87.88877106,92.24265289,92.95075989,93.29644012,94.86242676,94.46177673,,
Bulgaria,BGR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.21247864,,,,,,,,,,97.86505127,,,,,,,,,,98.05999756,
Bahrain,BHR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,86.29309082,,,,,,,,,,96.93811035,,,,,,,,,,97.02471161,,,,,,,,,95.45446777,100,,,,,,,,,,,
"Bahamas, The",BHS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0199585,,,,,,,,,99.79393005,,,,,,,,,,,99.46231079,,99.66242981,,,,,,,,99.72000122,
Belarus,BLR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.76628113,,,,,,,,,,99.7918396,,,,,,,,,,99.82321167,,,100,,,,,,,99.87283325,,,
Belize,BLZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.64147186,,,,,,,,,84.22305298,87.19999695,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,83.55197906,,,,,,,,,,,,,,,,93.89611053,,,,,,,,,97.32377625,,98.30000305,,,,99.44136047,99.12249756,99.38397217,,99.00752258,98.99588013,,,99.39916992,,,,,99.55658722,,
Brazil,BRA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,83.91426849,,,,,,,,,,,,,,,,,,,,94.18411255,,,,96.84385681,,97.58229828,97.80062866,97.84362793,98.0655365,97.51412201,98.48692322,98.61965942,98.73667908,98.84568787,98.96375275,99.11096191,99.15541077,99.20417023,,,99.40000153,
Barbados,BRB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,99.75518799,,,,,,,,,,99.90000153,,,,99.90000153,,,,,,,,,,99.90000153,,,,,,,,,,99.90000153,,,,,,,,100,,99.90000153,,,,,,,,
Brunei Darussalam,BRN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,93.68100739,,,,,,,,,,98.09567261,,,,,,,,,,98.8937912,,,,,,,,,,99.36676788,,,,,,,99.7089386,,,99.76999664,
Bhutan,BTN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4052124,,,,,,,86.05901337,,,,,93.09062958,,,,97.30000305,
Botswana,BWA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.25830078,,,,,,,,,,,,93.95744324,,,,,,,,,,97.4562912,,,,,,,,,
Central African Republic,CAF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,37.0369606,,,,,,,,,,,,,48.20233154,,,,,,,,,,,,60.8070488,,,,,,,,,,36.35626984,,,,,,,,38.26865005,,38.34000015,,
Canada,CAN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,99.39566803,99.39560699,99.39411926,99.41732025,99.41356659,99.40911865,99.40724182,99.402771,99.40310669,99.40077209,99.39701843,99.39372253,99.38944244,99.38580322,99.38358307,99.38352966,99.38085938,99.38477325,99.16420746,99.16194153,99.1446228,99.12709045,99.10540771,99.08278656,99.06754303,99.04602814,99.03466034,99.04506683,99.34861755,99.37123871,99.39438629,99.41262054,99.43409729,99.45291901,99.467659,99.49069977,99.50003052,99.50441742,99.50678253,99.50949097,,
Switzerland,CHE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,96.65397644,,,,,,,,,,98.42797089,,,,,,,,,,98.99098206,,,,,,99.15357971,98.87238312,,99.40818787,,99.04827881,,99.35394287,,99.00865936,,,,99.09999847,
China,CHN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,88.77333832,,,,,,,,94.28147125,,,,,,,,,,98.8587265,,,,,,,,,,99.64228821,,,,,,,,99.78359985,,99.80999756,,
Cote d'Ivoire,CIV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.50848007,,,,,,,,,,47.05870819,,60.72365189,,,,,,,,,,,,48.30995941,,53.02069092,,,,,83.62647247,,,
Cameroon,CMR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,68.81703186,,,,,,,,,,,,,,,,,,,,,,,,83.09828949,,,,75.11000061,,,83.13556671,,,80.57444,80.66000366,,,,,,,85.08000183,,86.23999786,,
"Congo, Dem. Rep.",COD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.41625977,,,,,,65.7765274,,,,,83.59754944,85.98000336,,,84.98950958,,,,,87.90000153,
"Congo, Rep.",COG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,87.49617004,,,,,,,,,,,,,,,,,,,,,78.56835175,,,,,,80.91394806,,,,,,,82.05478668,,,82.36000061,
Colombia,COL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.48464966,,,96.99500275,,,,,,,,97.99131012,97.95839691,97.88317108,97.96862793,97.98927307,97.93743134,98.09841919,98.23937988,,,98.54094696,98.534729,98.66831207,,98.85164642,98.82675934,99.01181793,,
Comoros,COM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,61.71302032,,,,,,,,,,,,,,,,,,,,80.1857605,,,,,,,,,,,,71.58126831,,,,,,78.27039337,,,81.20999908,
Cabo Verde,CPV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.16790009,,,,,,,,,,95.87000275,,,,,,,,,,,,98.12896729,,,98.11131287,,,,,,98.68000031,
Costa Rica,CRI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,97.14819336,,,,,,,,,,,,,,,,97.61470032,,,,,,,,,,,99.13369751,,,,,,,99.43000031,,,99.52999878,
Caribbean small states,CSS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.43372345,92.47348785,92.7122879,92.94904327,93.19805908,93.52761078,93.88285065,94.19889832,94.52121735,94.73088837,94.90868378,95.08268738,95.2820816,95.32272339,95.77185822,95.87722778,95.97425842,95.98724365,96.09886169,96.12052155,96.55123901,96.6572876,96.71819305,96.82582855,96.92224884,97.01535797,97.10635376,97.19496918,,
Cuba,CUB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,99.568573,,,,,,,,,,,,,,,,,,,,,99.95559692,,,,,,,,,,99.87464905,,,,,,,96.5,,99.87464905,
Curacao,CUW,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9068222,,,,,,,,,,98.9068222,,,,98.9068222,
Cyprus,CYP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6213913,,,,,,,,,99.77493286,,,,,,,,,,99.82099152,,,,,,,,,,99.90000153,
Czechia,CZE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,82.62419891,,,,,,,,,,,,,,,,,,,,,94.21756744,,,,,95.7868576,,,96.80574799,97.04205322,97.02388763,97.47242737,97.68852997,97.61405945,98.83940887,,,,,98.94000244,
Algeria,DZA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.32727051,,,,,,,,,,,,,,,90.13720703,,,,91.7796402,,93.76732635,,,,,,,,,,97.4265213,74.02999878,,,
East Asia & Pacific (excluding high income),EAP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,83.42597961,83.56214905,84.78376007,85.99030304,87.13404846,88.14463043,89.13533783,89.69863892,90.38394928,90.9973526,91.51348114,92.73097992,94.02967834,94.18144226,94.31896973,94.50096893,94.67281342,94.822258,95.06677246,95.31809235,95.52288818,97.7281723,97.80116272,97.85247803,97.86959076,97.93010712,98.01480103,98.14781189,98.24047089,98.3205719,98.12100983,98.50402832,98.87831116,98.8427124,98.82678223,98.4094162,98.44100952,98.46530151,98.65657806,98.7219696,98.75016022,98.78102875,98.7296524,99.09941864,99.13571167,,
Early-demographic dividend,EAR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,61.02703857,61.23756027,61.92745972,62.57683945,63.19630814,63.68796921,64.09403992,64.70155334,65.25228119,65.9077301,66.47644806,67.07507324,68.2735672,68.873909,69.82498932,70.87338257,71.67971802,72.80428314,73.63719177,74.51222992,75.4265976,76.19445801,76.84236145,78.88382721,79.6470108,80.31658936,80.92635345,81.88549805,82.70745087,83.57569122,84.0220108,84.41384125,84.84774017,86.69442749,87.30703735,87.4943924,87.71591187,88.35852814,89.19345856,89.86016846,90.50080872,91.00414276,91.32154083,91.38677216,91.99204254,92.28018188,,
East Asia & Pacific,EAS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,84.25878906,84.3968811,85.51438904,86.61193085,87.64553833,88.56318665,89.46196747,89.97345734,90.59947205,91.16268921,91.63310242,92.78688049,93.99606323,94.13832092,94.26844025,94.44238281,94.60391998,94.74340057,94.98403168,95.2493515,95.46755219,97.49836731,97.57180786,97.65094757,97.67845154,97.73713684,97.82814026,97.9773407,98.08294678,98.16847992,97.98890686,98.3638382,98.72897339,98.69512177,98.64890289,98.23401642,98.270401,98.29862976,98.52728271,98.59570313,98.62728119,98.6605835,98.61530304,98.98819733,99.02658081,,
Europe & Central Asia (excluding high income),ECA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,97.63249207,98.22345734,98.24198151,98.23899078,98.26174164,98.29308319,98.28925323,98.33438873,98.3496933,98.39228821,98.43836975,98.48332214,98.52706146,98.5756073,98.61395264,98.68374634,98.71917725,98.86286926,98.90016174,98.92880249,98.93193054,98.89524841,99.02648926,99.02841187,99.06027222,99.10819244,99.36415863,99.4457016,99.53787231,99.5895462,99.63063812,99.65447998,99.68009949,99.73573303,99.77227783,99.79238892,99.81407928,99.82337952,,
Europe & Central Asia,ECS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.94499969,98.95922089,98.84600067,98.87296295,98.89897156,98.91544342,98.93453979,98.95809937,98.95191193,98.9464035,99.00637054,99.03520203,99.08895874,99.1002121,99.09028625,99.16346741,99.17688751,99.20005798,99.22660065,99.40457916,99.45912933,99.52182007,99.55326843,99.58065033,99.60301971,99.61605835,99.64649963,99.66956329,99.68138885,99.69895172,99.69818878,,
Ecuador,ECU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,93.40145874,,,,,,,,96.19470978,,,,,,,,,,,96.43721008,,,,,,98.39141846,98.45375061,98.80065155,98.65270996,98.69483948,98.83162689,98.60463715,99.09777069,99.12619781,99.05711365,99.25505066,,,98.76703644,99.00505066,
"Egypt, Arab Rep.",EGY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,51.03115845,,,,,,,,,,63.32762146,,,,,,,,,,73.21868896,,,,,,,,,84.85341644,84.87827301,,,,87.50964355,,89.28192139,92.02342224,94.08000183,5.190000057,,88.19255829,,,,91.51000214,
Euro area,EMU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.94528961,,,,,,86.97490692,,,,,,,,,,93.27239227,,,,
Spain,ESP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,98.64195251,,,,,,,,,,99.5545578,,,,,,,,,,,,,99.55819702,99.53778839,99.5953064,99.56934357,99.56430817,99.59899902,99.59462738,99.69940186,99.6727829,99.66925812,99.72276306,99.6556778,99.62216187,,99.71555328,,99.62142181,,
Estonia,EST,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8678894,,,,,,,,,,,99.77050018,,,,,,,,,,,99.94889832,,,,,,,,,,99.98999786,
Ethiopia,ETH,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.58539963,,,,,,38.61000061,,,,49.90000153,44.60596848,,54.98297882,,,,54.83000183,,,,,61.29000092,72.75482178,,,,,
European Union,EUU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,67.04444885,67.22763062,67.79290771,68.24447632,68.63024139,69.03146362,68.78269196,68.8867569,69.09087372,69.5654068,70.03385925,70.27789307,70.58040619,71.0324173,71.14904022,68.49440002,68.6028595,69.92262268,69.84992218,71.12772369,70.38356781,70.77448273,69.27056122,69.70523071,69.02266693,69.38184357,70.32041168,72.17324066,72.77256012,73.44795227,72.45366669,74.3963089,75.14781952,73.14830017,73.91345215,74.00283813,,
Finland,FIN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
